run,version,tag,namespace,family,classification_basis,structural_pattern,unit,unit_basis,catalog_present,series_returned,point_count,unique_coordinate_count,raw_slot_count,exact_duplicate_count,empty_response_count,null_count,nonnull_count,conflict_count,multiple_wall_steps,first_step,last_step,observed_steps,nonnull_steps,missing_steps_relative_to_observed_grid,null_only_steps,min_value,max_value,sources
flash,3-5513.32.6.28,actor/agentic/entropy_loss,actor,actor,literal first path component; no mechanistic classification,actor/agentic/entropy_loss,,unknown,True,True,30,30,30,0,0,0,30,0,[],1,30,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]","[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]",[],[],0.4111,0.484007,"[{""captured_at"":""2026-09-21T05:45:52.023677Z"",""json_pointer"":""/series/actor~1agentic~1entropy_loss"",""manifest_line"":64,""object_sha256"":""6a11a79246905daeefb638a75697e0ef475d85d2051f9163040eb2ccc2eb43a1""}]"
flash,3-5513.32.6.28,actor/agentic/pg_clipfrac,actor,actor,literal first path component; no mechanistic classification,actor/agentic/pg_clipfrac,,unknown,True,True,30,30,30,0,0,0,30,0,[],1,30,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]","[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]",[],[],0.0,0.0,"[{""captured_at"":""2026-09-21T05:45:52.023677Z"",""json_pointer"":""/series/actor~1agentic~1pg_clipfrac"",""manifest_line"":64,""object_sha256"":""6a11a79246905daeefb638a75697e0ef475d85d2051f9163040eb2ccc2eb43a1""}]"
flash,3-5513.32.6.28,actor/agentic/pg_loss,actor,actor,literal first path component; no mechanistic classification,actor/agentic/pg_loss,,unknown,True,True,30,30,30,0,0,0,30,0,[],1,30,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]","[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]",[],[],0.000992718,0.0253127,"[{""captured_at"":""2026-09-21T05:45:52.023677Z"",""json_pointer"":""/series/actor~1agentic~1pg_loss"",""manifest_line"":64,""object_sha256"":""6a11a79246905daeefb638a75697e0ef475d85d2051f9163040eb2ccc2eb43a1""}]"
flash,3-5513.32.6.28,actor/agentic/pg_tis_clipfrac,actor,actor,literal first path component; no mechanistic classification,actor/agentic/pg_tis_clipfrac,,unknown,True,True,30,30,30,0,0,0,30,0,[],1,30,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]","[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]",[],[],4.38464e-05,0.000361809,"[{""captured_at"":""2026-09-21T05:45:52.023677Z"",""json_pointer"":""/series/actor~1agentic~1pg_tis_clipfrac"",""manifest_line"":64,""object_sha256"":""6a11a79246905daeefb638a75697e0ef475d85d2051f9163040eb2ccc2eb43a1""}]"
flash,3-5513.32.6.28,actor/agentic/pg_tis_clipfrac_neg_high,actor,actor,literal first path component; no mechanistic classification,actor/agentic/pg_tis_clipfrac_neg_high,,unknown,True,True,30,30,30,0,0,0,30,0,[],1,30,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]","[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]",[],[],1.7235e-06,1.85047e-05,"[{""captured_at"":""2026-09-21T05:45:52.023677Z"",""json_pointer"":""/series/actor~1agentic~1pg_tis_clipfrac_neg_high"",""manifest_line"":64,""object_sha256"":""6a11a79246905daeefb638a75697e0ef475d85d2051f9163040eb2ccc2eb43a1""}]"
flash,3-5513.32.6.28,actor/agentic/pg_tis_clipfrac_neg_low,actor,actor,literal first path component; no mechanistic classification,actor/agentic/pg_tis_clipfrac_neg_low,,unknown,True,True,30,30,30,0,0,0,30,0,[],1,30,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]","[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]",[],[],1.78625e-05,0.000150437,"[{""captured_at"":""2026-09-21T05:45:52.023677Z"",""json_pointer"":""/series/actor~1agentic~1pg_tis_clipfrac_neg_low"",""manifest_line"":64,""object_sha256"":""6a11a79246905daeefb638a75697e0ef475d85d2051f9163040eb2ccc2eb43a1""}]"
flash,3-5513.32.6.28,actor/agentic/pg_tis_clipfrac_pos_high,actor,actor,literal first path component; no mechanistic classification,actor/agentic/pg_tis_clipfrac_pos_high,,unknown,True,True,30,30,30,0,0,0,30,0,[],1,30,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]","[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]",[],[],2.21677e-06,2.11045e-05,"[{""captured_at"":""2026-09-21T05:45:52.023677Z"",""json_pointer"":""/series/actor~1agentic~1pg_tis_clipfrac_pos_high"",""manifest_line"":64,""object_sha256"":""6a11a79246905daeefb638a75697e0ef475d85d2051f9163040eb2ccc2eb43a1""}]"
flash,3-5513.32.6.28,actor/agentic/pg_tis_clipfrac_pos_low,actor,actor,literal first path component; no mechanistic classification,actor/agentic/pg_tis_clipfrac_pos_low,,unknown,True,True,30,30,30,0,0,0,30,0,[],1,30,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]","[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]",[],[],2.20437e-05,0.000172303,"[{""captured_at"":""2026-09-21T05:45:52.023677Z"",""json_pointer"":""/series/actor~1agentic~1pg_tis_clipfrac_pos_low"",""manifest_line"":64,""object_sha256"":""6a11a79246905daeefb638a75697e0ef475d85d2051f9163040eb2ccc2eb43a1""}]"
flash,3-5513.32.6.28,actor/agentic/ppo_kl,actor,actor,literal first path component; no mechanistic classification,actor/agentic/ppo_kl,,unknown,True,True,30,30,30,0,0,0,30,0,[],1,30,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]","[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]",[],[],0.0,0.0,"[{""captured_at"":""2026-09-21T05:45:52.023677Z"",""json_pointer"":""/series/actor~1agentic~1ppo_kl"",""manifest_line"":64,""object_sha256"":""6a11a79246905daeefb638a75697e0ef475d85d2051f9163040eb2ccc2eb43a1""}]"
flash,3-5513.32.6.28,actor/chat/dataset-8kb6/entropy_loss,actor,actor,literal first path component; no mechanistic classification,actor/chat/{dataset}/entropy_loss,,unknown,True,True,30,30,30,0,0,0,30,0,[],1,30,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]","[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]",[],[],0.33585,0.521121,"[{""captured_at"":""2026-09-21T05:45:52.023677Z"",""json_pointer"":""/series/actor~1chat~1dataset-8kb6~1entropy_loss"",""manifest_line"":64,""object_sha256"":""6a11a79246905daeefb638a75697e0ef475d85d2051f9163040eb2ccc2eb43a1""}]"
flash,3-5513.32.6.28,actor/chat/dataset-8kb6/pg_clipfrac,actor,actor,literal first path component; no mechanistic classification,actor/chat/{dataset}/pg_clipfrac,,unknown,True,True,30,30,30,0,0,0,30,0,[],1,30,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]","[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]",[],[],0.0,0.0,"[{""captured_at"":""2026-09-21T05:45:52.023677Z"",""json_pointer"":""/series/actor~1chat~1dataset-8kb6~1pg_clipfrac"",""manifest_line"":64,""object_sha256"":""6a11a79246905daeefb638a75697e0ef475d85d2051f9163040eb2ccc2eb43a1""}]"
flash,3-5513.32.6.28,actor/chat/dataset-8kb6/pg_loss,actor,actor,literal first path component; no mechanistic classification,actor/chat/{dataset}/pg_loss,,unknown,True,True,30,30,30,0,0,0,30,0,[],1,30,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]","[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]",[],[],-0.0173629,0.0312783,"[{""captured_at"":""2026-09-21T05:45:52.023677Z"",""json_pointer"":""/series/actor~1chat~1dataset-8kb6~1pg_loss"",""manifest_line"":64,""object_sha256"":""6a11a79246905daeefb638a75697e0ef475d85d2051f9163040eb2ccc2eb43a1""}]"
flash,3-5513.32.6.28,actor/chat/dataset-8kb6/pg_tis_clipfrac,actor,actor,literal first path component; no mechanistic classification,actor/chat/{dataset}/pg_tis_clipfrac,,unknown,True,True,30,30,30,0,0,0,30,0,[],1,30,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]","[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]",[],[],5.7286e-06,4.70678e-05,"[{""captured_at"":""2026-09-21T05:45:52.023677Z"",""json_pointer"":""/series/actor~1chat~1dataset-8kb6~1pg_tis_clipfrac"",""manifest_line"":64,""object_sha256"":""6a11a79246905daeefb638a75697e0ef475d85d2051f9163040eb2ccc2eb43a1""}]"
flash,3-5513.32.6.28,actor/chat/dataset-8kb6/pg_tis_clipfrac_neg_high,actor,actor,literal first path component; no mechanistic classification,actor/chat/{dataset}/pg_tis_clipfrac_neg_high,,unknown,True,True,30,30,30,0,0,0,30,0,[],1,30,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]","[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]",[],[],0.0,1.23811e-05,"[{""captured_at"":""2026-09-21T05:45:52.023677Z"",""json_pointer"":""/series/actor~1chat~1dataset-8kb6~1pg_tis_clipfrac_neg_high"",""manifest_line"":64,""object_sha256"":""6a11a79246905daeefb638a75697e0ef475d85d2051f9163040eb2ccc2eb43a1""}]"
flash,3-5513.32.6.28,actor/chat/dataset-8kb6/pg_tis_clipfrac_neg_low,actor,actor,literal first path component; no mechanistic classification,actor/chat/{dataset}/pg_tis_clipfrac_neg_low,,unknown,True,True,30,30,30,0,0,0,30,0,[],1,30,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]","[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]",[],[],1.99041e-06,3.49411e-05,"[{""captured_at"":""2026-09-21T05:45:52.023677Z"",""json_pointer"":""/series/actor~1chat~1dataset-8kb6~1pg_tis_clipfrac_neg_low"",""manifest_line"":64,""object_sha256"":""6a11a79246905daeefb638a75697e0ef475d85d2051f9163040eb2ccc2eb43a1""}]"
flash,3-5513.32.6.28,actor/chat/dataset-8kb6/pg_tis_clipfrac_pos_high,actor,actor,literal first path component; no mechanistic classification,actor/chat/{dataset}/pg_tis_clipfrac_pos_high,,unknown,True,True,30,30,30,0,0,0,30,0,[],1,30,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]","[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]",[],[],0.0,4.5319e-06,"[{""captured_at"":""2026-09-21T05:45:52.023677Z"",""json_pointer"":""/series/actor~1chat~1dataset-8kb6~1pg_tis_clipfrac_pos_high"",""manifest_line"":64,""object_sha256"":""6a11a79246905daeefb638a75697e0ef475d85d2051f9163040eb2ccc2eb43a1""}]"
flash,3-5513.32.6.28,actor/chat/dataset-8kb6/pg_tis_clipfrac_pos_low,actor,actor,literal first path component; no mechanistic classification,actor/chat/{dataset}/pg_tis_clipfrac_pos_low,,unknown,True,True,30,30,30,0,0,0,30,0,[],1,30,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]","[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]",[],[],1.24908e-06,2.75154e-05,"[{""captured_at"":""2026-09-21T05:45:52.023677Z"",""json_pointer"":""/series/actor~1chat~1dataset-8kb6~1pg_tis_clipfrac_pos_low"",""manifest_line"":64,""object_sha256"":""6a11a79246905daeefb638a75697e0ef475d85d2051f9163040eb2ccc2eb43a1""}]"
flash,3-5513.32.6.28,actor/chat/dataset-8kb6/ppo_kl,actor,actor,literal first path component; no mechanistic classification,actor/chat/{dataset}/ppo_kl,,unknown,True,True,30,30,30,0,0,0,30,0,[],1,30,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]","[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]",[],[],0.0,0.0,"[{""captured_at"":""2026-09-21T05:45:52.023677Z"",""json_pointer"":""/series/actor~1chat~1dataset-8kb6~1ppo_kl"",""manifest_line"":64,""object_sha256"":""6a11a79246905daeefb638a75697e0ef475d85d2051f9163040eb2ccc2eb43a1""}]"
flash,3-5513.32.6.28,actor/chat/dataset-eup7/entropy_loss,actor,actor,literal first path component; no mechanistic classification,actor/chat/{dataset}/entropy_loss,,unknown,True,True,30,30,30,0,0,0,30,0,[],1,30,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]","[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]",[],[],0.423089,0.686278,"[{""captured_at"":""2026-09-21T05:45:52.023677Z"",""json_pointer"":""/series/actor~1chat~1dataset-eup7~1entropy_loss"",""manifest_line"":64,""object_sha256"":""6a11a79246905daeefb638a75697e0ef475d85d2051f9163040eb2ccc2eb43a1""}]"
flash,3-5513.32.6.28,actor/chat/dataset-eup7/pg_clipfrac,actor,actor,literal first path component; no mechanistic classification,actor/chat/{dataset}/pg_clipfrac,,unknown,True,True,30,30,30,0,0,0,30,0,[],1,30,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]","[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]",[],[],0.0,0.0,"[{""captured_at"":""2026-09-21T05:45:52.023677Z"",""json_pointer"":""/series/actor~1chat~1dataset-eup7~1pg_clipfrac"",""manifest_line"":64,""object_sha256"":""6a11a79246905daeefb638a75697e0ef475d85d2051f9163040eb2ccc2eb43a1""}]"
flash,3-5513.32.6.28,actor/chat/dataset-eup7/pg_loss,actor,actor,literal first path component; no mechanistic classification,actor/chat/{dataset}/pg_loss,,unknown,True,True,30,30,30,0,0,0,30,0,[],1,30,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]","[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]",[],[],-0.0339302,0.0638661,"[{""captured_at"":""2026-09-21T05:45:52.023677Z"",""json_pointer"":""/series/actor~1chat~1dataset-eup7~1pg_loss"",""manifest_line"":64,""object_sha256"":""6a11a79246905daeefb638a75697e0ef475d85d2051f9163040eb2ccc2eb43a1""}]"
flash,3-5513.32.6.28,actor/chat/dataset-eup7/pg_tis_clipfrac,actor,actor,literal first path component; no mechanistic classification,actor/chat/{dataset}/pg_tis_clipfrac,,unknown,True,True,30,30,30,0,0,0,30,0,[],1,30,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]","[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]",[],[],0.0,1.13742e-05,"[{""captured_at"":""2026-09-21T05:45:52.023677Z"",""json_pointer"":""/series/actor~1chat~1dataset-eup7~1pg_tis_clipfrac"",""manifest_line"":64,""object_sha256"":""6a11a79246905daeefb638a75697e0ef475d85d2051f9163040eb2ccc2eb43a1""}]"
flash,3-5513.32.6.28,actor/chat/dataset-eup7/pg_tis_clipfrac_neg_high,actor,actor,literal first path component; no mechanistic classification,actor/chat/{dataset}/pg_tis_clipfrac_neg_high,,unknown,True,True,30,30,30,0,0,0,30,0,[],1,30,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]","[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]",[],[],0.0,3.00906e-07,"[{""captured_at"":""2026-09-21T05:45:52.023677Z"",""json_pointer"":""/series/actor~1chat~1dataset-eup7~1pg_tis_clipfrac_neg_high"",""manifest_line"":64,""object_sha256"":""6a11a79246905daeefb638a75697e0ef475d85d2051f9163040eb2ccc2eb43a1""}]"
flash,3-5513.32.6.28,actor/chat/dataset-eup7/pg_tis_clipfrac_neg_low,actor,actor,literal first path component; no mechanistic classification,actor/chat/{dataset}/pg_tis_clipfrac_neg_low,,unknown,True,True,30,30,30,0,0,0,30,0,[],1,30,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]","[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]",[],[],0.0,8.46425e-06,"[{""captured_at"":""2026-09-21T05:45:52.023677Z"",""json_pointer"":""/series/actor~1chat~1dataset-eup7~1pg_tis_clipfrac_neg_low"",""manifest_line"":64,""object_sha256"":""6a11a79246905daeefb638a75697e0ef475d85d2051f9163040eb2ccc2eb43a1""}]"
flash,3-5513.32.6.28,actor/chat/dataset-eup7/pg_tis_clipfrac_pos_high,actor,actor,literal first path component; no mechanistic classification,actor/chat/{dataset}/pg_tis_clipfrac_pos_high,,unknown,True,True,30,30,30,0,0,0,30,0,[],1,30,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]","[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]",[],[],0.0,7.55846e-08,"[{""captured_at"":""2026-09-21T05:45:52.023677Z"",""json_pointer"":""/series/actor~1chat~1dataset-eup7~1pg_tis_clipfrac_pos_high"",""manifest_line"":64,""object_sha256"":""6a11a79246905daeefb638a75697e0ef475d85d2051f9163040eb2ccc2eb43a1""}]"
flash,3-5513.32.6.28,actor/chat/dataset-eup7/pg_tis_clipfrac_pos_low,actor,actor,literal first path component; no mechanistic classification,actor/chat/{dataset}/pg_tis_clipfrac_pos_low,,unknown,True,True,30,30,30,0,0,0,30,0,[],1,30,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]","[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]",[],[],0.0,1.05617e-05,"[{""captured_at"":""2026-09-21T05:45:52.023677Z"",""json_pointer"":""/series/actor~1chat~1dataset-eup7~1pg_tis_clipfrac_pos_low"",""manifest_line"":64,""object_sha256"":""6a11a79246905daeefb638a75697e0ef475d85d2051f9163040eb2ccc2eb43a1""}]"
flash,3-5513.32.6.28,actor/chat/dataset-eup7/ppo_kl,actor,actor,literal first path component; no mechanistic classification,actor/chat/{dataset}/ppo_kl,,unknown,True,True,30,30,30,0,0,0,30,0,[],1,30,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]","[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]",[],[],0.0,0.0,"[{""captured_at"":""2026-09-21T05:45:52.023677Z"",""json_pointer"":""/series/actor~1chat~1dataset-eup7~1ppo_kl"",""manifest_line"":64,""object_sha256"":""6a11a79246905daeefb638a75697e0ef475d85d2051f9163040eb2ccc2eb43a1""}]"
flash,3-5513.32.6.28,actor/chat/dataset-lm3t/entropy_loss,actor,actor,literal first path component; no mechanistic classification,actor/chat/{dataset}/entropy_loss,,unknown,True,True,30,30,30,0,0,0,30,0,[],1,30,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]","[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]",[],[],0.16893,0.391051,"[{""captured_at"":""2026-09-21T05:45:52.023677Z"",""json_pointer"":""/series/actor~1chat~1dataset-lm3t~1entropy_loss"",""manifest_line"":64,""object_sha256"":""6a11a79246905daeefb638a75697e0ef475d85d2051f9163040eb2ccc2eb43a1""}]"
flash,3-5513.32.6.28,actor/chat/dataset-lm3t/pg_clipfrac,actor,actor,literal first path component; no mechanistic classification,actor/chat/{dataset}/pg_clipfrac,,unknown,True,True,30,30,30,0,0,0,30,0,[],1,30,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]","[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]",[],[],0.0,0.0,"[{""captured_at"":""2026-09-21T05:45:52.023677Z"",""json_pointer"":""/series/actor~1chat~1dataset-lm3t~1pg_clipfrac"",""manifest_line"":64,""object_sha256"":""6a11a79246905daeefb638a75697e0ef475d85d2051f9163040eb2ccc2eb43a1""}]"
flash,3-5513.32.6.28,actor/chat/dataset-lm3t/pg_loss,actor,actor,literal first path component; no mechanistic classification,actor/chat/{dataset}/pg_loss,,unknown,True,True,30,30,30,0,0,0,30,0,[],1,30,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]","[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]",[],[],-0.132094,0.243907,"[{""captured_at"":""2026-09-21T05:45:52.023677Z"",""json_pointer"":""/series/actor~1chat~1dataset-lm3t~1pg_loss"",""manifest_line"":64,""object_sha256"":""6a11a79246905daeefb638a75697e0ef475d85d2051f9163040eb2ccc2eb43a1""}]"
flash,3-5513.32.6.28,actor/chat/dataset-lm3t/pg_tis_clipfrac,actor,actor,literal first path component; no mechanistic classification,actor/chat/{dataset}/pg_tis_clipfrac,,unknown,True,True,30,30,30,0,0,0,30,0,[],1,30,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]","[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]",[],[],0.0,2.91371e-05,"[{""captured_at"":""2026-09-21T05:45:52.023677Z"",""json_pointer"":""/series/actor~1chat~1dataset-lm3t~1pg_tis_clipfrac"",""manifest_line"":64,""object_sha256"":""6a11a79246905daeefb638a75697e0ef475d85d2051f9163040eb2ccc2eb43a1""}]"
flash,3-5513.32.6.28,actor/chat/dataset-lm3t/pg_tis_clipfrac_neg_high,actor,actor,literal first path component; no mechanistic classification,actor/chat/{dataset}/pg_tis_clipfrac_neg_high,,unknown,True,True,30,30,30,0,0,0,30,0,[],1,30,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]","[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]",[],[],0.0,2.62003e-06,"[{""captured_at"":""2026-09-21T05:45:52.023677Z"",""json_pointer"":""/series/actor~1chat~1dataset-lm3t~1pg_tis_clipfrac_neg_high"",""manifest_line"":64,""object_sha256"":""6a11a79246905daeefb638a75697e0ef475d85d2051f9163040eb2ccc2eb43a1""}]"
flash,3-5513.32.6.28,actor/chat/dataset-lm3t/pg_tis_clipfrac_neg_low,actor,actor,literal first path component; no mechanistic classification,actor/chat/{dataset}/pg_tis_clipfrac_neg_low,,unknown,True,True,30,30,30,0,0,0,30,0,[],1,30,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]","[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]",[],[],0.0,1.43029e-05,"[{""captured_at"":""2026-09-21T05:45:52.023677Z"",""json_pointer"":""/series/actor~1chat~1dataset-lm3t~1pg_tis_clipfrac_neg_low"",""manifest_line"":64,""object_sha256"":""6a11a79246905daeefb638a75697e0ef475d85d2051f9163040eb2ccc2eb43a1""}]"
flash,3-5513.32.6.28,actor/chat/dataset-lm3t/pg_tis_clipfrac_pos_high,actor,actor,literal first path component; no mechanistic classification,actor/chat/{dataset}/pg_tis_clipfrac_pos_high,,unknown,True,True,30,30,30,0,0,0,30,0,[],1,30,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]","[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]",[],[],0.0,3.26554e-06,"[{""captured_at"":""2026-09-21T05:45:52.023677Z"",""json_pointer"":""/series/actor~1chat~1dataset-lm3t~1pg_tis_clipfrac_pos_high"",""manifest_line"":64,""object_sha256"":""6a11a79246905daeefb638a75697e0ef475d85d2051f9163040eb2ccc2eb43a1""}]"
flash,3-5513.32.6.28,actor/chat/dataset-lm3t/pg_tis_clipfrac_pos_low,actor,actor,literal first path component; no mechanistic classification,actor/chat/{dataset}/pg_tis_clipfrac_pos_low,,unknown,True,True,30,30,30,0,0,0,30,0,[],1,30,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]","[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]",[],[],0.0,1.92604e-05,"[{""captured_at"":""2026-09-21T05:45:52.023677Z"",""json_pointer"":""/series/actor~1chat~1dataset-lm3t~1pg_tis_clipfrac_pos_low"",""manifest_line"":64,""object_sha256"":""6a11a79246905daeefb638a75697e0ef475d85d2051f9163040eb2ccc2eb43a1""}]"
